Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
mike7000,-1,-1,-1,1359,-1,13660,-1,-1,-1,-1,-1,-1,3094,3241,-1,1161,70,70,84,78,74,45,64,51,74,30,62,50,69,48,48,31,67,54,60,4,1,1,26,woodcutting
negoflores,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3102,3241,-1,252,20,22,18,22,2,12,21,10,33,1,7,2,3,32,38,1,1,1,1,1,2,1,1,woodcutting
Zpeapawd91,-1,-1,-1,1349,-1,-1,-1,-1,-1,-1,-1,-1,3105,3227,-1,99,1,1,1,10,1,1,1,1,32,1,1,37,1,1,1,1,1,1,1,1,1,1,1,woodcutting
RobertHast,-1,1007,-1,1381,1035,-1,-1,1033,-1,-1,-1,-1,3092,3243,714,566,40,40,40,41,9,24,41,48,63,32,64,39,3,30,25,1,1,1,1,1,20,1,1,woodcutting
superwhite3,11021,-1,-1,1355,11020,-1,-1,11022,-1,-1,11019,-1,3085,3237,-1,0,1,1,1,1,1,1,1,1,52,1,1,45,1,1,35,1,1,1,1,1,1,1,1,woodcutting
Im_Zorth,-1,-1,-1,1359,581,-1,-1,-1,-1,-1,-1,-1,3086,3231,-1,0,1,1,1,1,1,1,50,1,54,1,62,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
927383929297,1017,1007,-1,1353,1129,-1,-1,6181,-1,1059,9006,-1,3086,3230,621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,woodcutting
venos420,1141,-1,-1,1331,1109,1197,-1,1069,-1,1059,1061,-1,3081,3255,-1,897,61,61,61,70,73,52,99,11,50,33,50,43,60,33,45,1,55,14,21,1,1,1,1,woodcutting
Maschul,23448,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3085,3237,867,579,40,1,25,38,40,2,38,60,55,1,60,45,54,43,49,1,1,1,1,1,21,1,1,woodcutting
shabbaranks0,579,4349,-1,1387,577,-1,-1,1011,-1,-1,-1,-1,3092,3245,-1,175,8,11,2,39,1,1,57,3,1,1,39,1,1,1,1,1,1,1,1,1,1,1,1,woodcutting
TeslyGraceRC,1153,-1,-1,1359,1115,1191,-1,1067,-1,-1,-1,-1,3088,3229,-1,1022,40,40,40,40,31,45,57,63,63,50,82,50,50,29,40,36,50,50,9,13,54,74,16,woodcutting
Mahaaam,4551,10499,1704,1387,7374,-1,-1,7382,-1,2487,4117,-1,3092,3242,714,591,45,42,40,49,54,23,53,25,37,9,43,23,23,44,43,1,1,1,31,1,1,1,1,woodcutting
HurIey,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3088,3230,-1,152,1,1,1,10,1,1,1,5,61,1,8,26,3,6,18,1,1,1,1,1,1,1,1,woodcutting
adeboeser,1149,-1,-1,1359,20517,-1,-1,4087,-1,-1,11840,-1,3086,3238,-1,1055,75,70,71,72,61,60,71,67,53,70,64,33,45,58,40,30,31,27,38,1,1,11,6,woodcutting
AKinokaplus,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3092,3242,-1,708,60,47,54,52,50,48,50,46,1,33,52,1,40,1,1,3,31,15,32,1,1,11,1,woodcutting
Lv3_skllz,2643,23297,11976,9705,-1,-1,-1,-1,-1,2922,1837,-1,3092,3242,7529,524,1,1,1,10,1,1,1,71,65,71,60,51,50,38,45,1,21,30,1,1,1,1,1,woodcutting
IagosGhost,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3087,3239,-1,463,40,12,17,32,20,28,13,46,52,1,52,26,18,41,57,1,1,1,1,1,1,1,1,woodcutting
BrolgaBelays,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3104,3256,-1,453,40,30,30,38,40,27,31,43,12,1,39,12,20,37,45,1,1,1,1,1,1,1,1,woodcutting
GRUNNAD,23448,23300,21314,24537,13663,13660,-1,13664,-1,13665,13182,-1,3092,3245,-1,669,1,20,1,19,20,31,10,75,75,1,62,66,85,72,72,1,1,1,1,1,52,1,1,woodcutting
3rd W Nugget,13203,13679,21314,1349,-1,-1,-1,-1,-1,-1,-1,-1,3086,3231,-1,173,20,20,10,20,1,1,1,7,21,1,42,4,3,3,11,1,1,1,1,1,1,1,1,woodcutting
xerofila,-1,-1,-1,1325,-1,1173,-1,1067,-1,-1,-1,-1,3243,3294,-1,179,5,19,20,19,1,16,1,2,40,1,1,42,1,1,2,1,1,1,1,1,1,1,1,attack
JproXD999,-1,-1,-1,1301,-1,-1,-1,-1,-1,-1,-1,-1,3259,3268,-1,312,34,20,25,39,46,16,21,12,34,1,10,2,2,1,41,1,1,1,1,1,1,1,1,attack
MSunLight,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3250,3265,-1,106,10,10,10,14,1,1,1,4,7,1,1,1,3,33,1,1,1,1,1,1,1,1,1,attack
Stacks203,579,1007,1727,1385,577,-1,-1,1033,-1,-1,3061,-1,3255,3262,714,303,1,1,5,44,55,20,53,43,10,1,40,14,1,1,6,1,1,1,1,1,1,1,1,attack
YesNoodle,-1,-1,-1,839,1115,-1,-1,-1,-1,-1,-1,-1,3257,3280,426,335,22,22,22,25,17,20,11,33,40,1,20,44,3,20,27,1,1,1,1,1,1,1,1,attack
Fehness,12321,9769,9470,20056,-1,-1,-1,10394,-1,-1,1837,-1,3256,3261,-1,1607,99,97,99,99,80,70,99,71,66,70,82,60,64,60,58,53,54,55,87,67,16,51,50,attack
AdventureJAB,-1,13679,-1,1351,-1,21695,-1,-1,-1,-1,-1,-1,3230,3297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
Altos Legion,-1,-1,-1,1353,-1,-1,-1,-1,-1,-1,-1,-1,3252,3226,-1,321,37,37,37,39,1,15,37,18,6,1,4,5,3,32,41,1,1,1,1,1,1,1,1,attack
sirnathan730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3260,3227,-1,1229,75,75,80,82,84,52,84,52,50,31,42,30,55,30,23,20,66,40,71,24,28,85,50,attack
ELCHEFF2019,1155,-1,-1,1205,-1,1173,-1,-1,-1,-1,-1,-1,3260,3222,-1,292,16,1,1,14,1,20,1,50,50,1,50,51,1,1,26,1,1,1,1,1,1,1,1,attack
Salicin_C2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3234,3243,-1,80,1,1,1,10,1,1,1,1,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
St Hail,1153,-1,1478,1323,1115,1191,-1,1067,-1,1059,-1,-1,3240,3242,623,178,1,1,1,12,12,2,1,51,14,1,53,18,1,1,1,1,1,1,1,1,1,1,1,attack
soothe 58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,623,99,1,1,1,10,1,1,1,1,1,1,68,1,1,1,1,1,1,1,1,1,1,1,1,attack
KingToneTone,12283,1019,6585,839,12277,-1,-1,12279,-1,20134,20140,-1,3255,3251,-1,208,30,24,30,37,1,10,50,4,3,1,1,4,1,1,3,1,1,1,1,1,1,1,1,attack
Nswart,1153,-1,1725,1323,1115,1191,-1,1067,-1,-1,1061,-1,3240,3242,623,242,21,7,16,19,1,11,1,39,36,1,39,35,1,1,6,1,1,1,1,1,1,1,1,attack
Castawaay100,1161,-1,-1,1359,1109,1199,-1,1073,-1,1063,1061,-1,3240,3243,-1,679,40,40,40,40,1,5,35,71,73,1,68,65,61,55,63,1,1,1,1,1,14,1,1,attack
makinonk33,579,-1,-1,-1,577,-1,-1,1011,-1,-1,-1,-1,3247,3240,-1,344,11,35,36,40,1,36,52,25,28,1,21,32,1,1,16,1,1,1,1,1,1,1,1,attack
Darwitodj24,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3238,3223,-1,471,45,20,40,41,12,8,40,34,50,1,30,40,1,30,50,1,1,1,1,1,22,1,1,attack
GrettaNalfok,-1,-1,1731,1373,1113,2629,-1,3477,-1,1059,1061,-1,3240,3252,-1,480,61,61,61,60,1,45,8,57,25,1,50,29,6,3,4,1,1,1,1,1,1,1,1,attack
Holy Ket 346,1153,1007,1725,1265,1115,1191,-1,1067,-1,1059,1061,-1,3245,3263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
ARCEUUS1,1157,-1,-1,3097,20169,-1,-1,20172,-1,1059,4123,-1,3242,3247,423,297,30,18,38,32,2,23,1,12,3,1,7,5,75,1,2,1,1,1,1,1,1,1,40,attack
Lofisaurus,2605,1021,23309,1333,2599,2603,-1,2601,-1,1059,3061,-1,3254,3266,-1,301,40,30,44,39,1,30,1,46,5,1,40,7,7,1,1,1,1,1,1,1,1,1,1,attack
pilsnerbev,6182,6568,6585,1333,1113,12478,-1,12472,-1,2922,4131,-1,3257,3259,-1,344,50,40,57,51,1,55,10,16,37,1,11,4,1,1,1,1,1,1,1,1,1,1,1,attack
Firedog302,1153,1007,1725,1323,1115,1191,-1,1067,-1,-1,-1,-1,3257,3266,-1,215,15,10,12,16,1,5,5,33,31,1,32,30,3,1,12,1,1,1,1,1,1,1,1,attack
Cortland15B,579,1007,1009,1389,581,1191,-1,1015,-1,1059,1061,-1,3261,3280,-1,233,19,20,16,22,15,11,1,18,3,1,5,4,24,29,35,1,1,1,1,1,3,1,1,attack
Elite12312,-1,4399,1731,1333,-1,-1,-1,-1,-1,-1,9006,-1,3250,3265,-1,404,41,40,41,44,40,33,32,7,19,1,2,23,3,34,35,1,1,1,1,1,2,1,1,attack
TooMuchThyme,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3240,3249,-1,142,1,1,1,10,1,1,1,44,12,1,43,15,1,1,1,1,1,1,1,1,1,1,1,attack
ajrpve,-1,1019,1654,1275,1123,7334,-1,1073,-1,2902,1061,-1,3264,3227,-1,477,48,48,48,48,1,30,5,39,41,1,31,43,1,35,50,1,1,1,1,1,1,1,1,attack
94tainted341,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3232,3245,869,248,40,40,40,40,1,1,1,2,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
ShadowL3MUR,1159,-1,-1,1329,1121,1197,-1,1071,-1,1059,1061,-1,3244,3290,-1,358,20,20,20,25,20,20,22,24,21,1,20,25,30,28,35,1,1,1,1,1,20,1,1,attack
gabeswrath,1141,4325,552,1327,1105,1193,-1,1069,-1,-1,-1,-1,3258,3292,1156,206,11,10,13,18,3,14,25,16,5,1,5,11,3,30,33,1,1,1,1,1,1,1,1,attack
bachita10119,1017,1007,1660,1321,1123,1173,-1,1095,-1,1059,1061,-1,3255,3279,-1,408,40,41,40,43,30,24,42,7,36,1,1,50,42,1,2,1,1,1,1,1,1,1,1,attack
JohnElPingon,1169,1019,1478,841,1133,-1,-1,1097,-1,1063,1061,-1,3252,3243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
celcarloss,-1,-1,1727,1387,-1,-1,-1,-1,-1,-1,-1,-1,3239,3255,623,176,1,19,1,24,1,1,34,1,1,1,80,1,1,1,1,1,1,1,1,1,1,1,1,attack
jeff57986,-1,1019,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3246,3293,-1,170,18,18,18,21,4,8,4,9,5,1,1,6,1,19,26,1,1,1,1,1,4,1,1,attack
PX-Aurora,579,-1,-1,1381,24015,-1,-1,24018,-1,-1,-1,-1,3251,3281,-1,452,35,40,35,54,62,50,55,3,36,9,1,20,23,1,1,1,1,1,20,1,1,1,1,attack
Re Level Up,-1,12197,6585,1305,9674,6633,-1,9678,-1,6629,6619,-1,3257,3268,-1,1190,75,60,71,72,66,45,43,81,99,86,99,50,44,36,43,10,63,33,53,9,32,19,1,attack
Xulu III,11864,9769,6585,11908,10378,21000,-1,10380,-1,10376,19927,-1,3259,3282,-1,1912,99,99,99,99,87,99,90,99,72,99,70,90,82,74,70,93,59,60,60,99,50,73,90,attack
rwyclap,2665,-1,1731,1333,1113,2667,-1,3479,-1,-1,-1,-1,3250,3285,-1,562,56,54,60,65,71,43,44,5,36,9,2,19,22,29,20,1,1,1,20,1,1,1,1,attack
RubenDoglas,-1,-1,1731,1333,-1,-1,-1,-1,-1,-1,-1,-1,3249,3283,-1,284,40,20,31,33,5,2,12,5,26,1,7,19,5,29,41,1,1,1,1,1,1,1,1,attack
Ghostwalk231,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,3241,3307,-1,117,1,1,1,10,1,1,1,4,1,1,73,1,1,1,11,1,1,1,1,1,1,1,1,attack
PiusRaj,12319,1021,10364,1329,20240,1173,-1,1075,-1,2912,23291,-1,3235,3295,-1,176,22,6,14,19,1,3,1,17,1,1,56,1,1,6,19,1,1,1,1,1,1,1,1,attack
69 Lunar 518,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3279,-1,119,1,1,1,10,1,1,1,4,1,1,75,1,1,1,11,1,1,1,1,1,1,1,1,attack
Hotsaucesam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3305,-1,2219,99,99,99,99,99,91,99,99,99,99,99,97,99,92,94,99,87,97,98,99,91,93,92,attack
BurntOmlet,-1,-1,-1,1269,-1,-1,-1,-1,-1,-1,7596,-1,3239,3252,623,205,13,13,8,16,1,10,20,20,2,1,18,2,1,24,32,1,1,1,1,1,17,1,1,attack
Booshy101,1037,1027,1731,853,2607,-1,-1,2609,-1,13665,13182,-1,3255,3251,-1,433,35,35,35,38,31,20,35,36,28,1,37,30,1,32,24,1,1,1,1,1,8,1,1,attack
Wuffy Dog1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,-1,225,1,1,1,10,1,1,1,3,63,1,74,1,1,30,28,1,1,1,1,1,1,1,1,attack
Pirifode,2619,4345,1725,1333,1113,2621,-1,1079,-1,-1,9005,-1,3256,3244,-1,461,41,40,42,44,40,7,55,27,64,1,33,25,3,1,17,1,1,1,1,1,14,1,1,attack
FAB94,-1,1019,-1,1331,6654,-1,-1,-1,-1,-1,-1,-1,3254,3249,-1,366,34,15,36,32,1,11,1,42,19,1,40,21,1,29,44,1,1,32,1,1,1,1,1,attack
RNG 504,1153,-1,-1,1293,1101,1191,-1,1075,-1,1059,1061,-1,3250,3266,-1,178,9,7,7,13,1,3,1,16,14,1,10,17,8,28,34,1,1,1,1,2,1,1,1,attack
Pirate Skill,12455,-1,-1,1381,12451,-1,-1,12447,-1,12895,12896,-1,3248,3265,-1,163,1,1,1,10,1,1,7,1,30,1,1,34,1,16,29,1,1,1,1,1,21,1,1,attack
c0v111d,-1,-1,1725,1333,544,-1,-1,542,-1,-1,-1,-1,3257,3276,390,171,41,1,60,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
hoshiga66,1159,1019,-1,1387,1121,1197,-1,1071,-1,1063,1061,-1,3256,3276,-1,186,20,20,10,20,1,10,10,9,9,1,3,5,24,1,35,1,1,1,1,1,1,1,1,attack
En gang til,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,3239,3251,623,396,57,57,67,62,1,1,1,1,57,1,20,60,1,1,1,1,1,1,1,1,1,1,1,attack
edwatrds521,1165,-1,-1,1297,1125,1195,-1,1077,-1,-1,-1,-1,3258,3267,-1,167,16,10,20,19,1,8,1,5,58,1,5,6,3,1,5,1,1,1,1,1,1,1,1,attack
DonTrymeNub,2920,10498,11978,1359,6341,-1,-1,2497,-1,-1,2914,-1,3251,3286,-1,656,50,40,60,64,72,44,70,1,41,9,1,1,31,1,1,1,21,14,49,1,1,82,1,attack
jizzap,1167,23410,1731,843,1131,-1,-1,1095,-1,-1,9005,-1,3257,3228,426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
jyri40,1949,1019,-1,-1,-1,-1,-1,-1,-1,-1,9005,-1,3240,3244,623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
Sew Da Knees,-1,4371,1731,843,1129,-1,-1,1095,-1,1063,-1,-1,3251,3260,426,173,1,1,2,10,1,9,1,15,45,1,10,50,3,1,15,1,1,1,1,1,1,1,1,attack
KENICHY 1,1167,-1,1478,841,1131,-1,-1,1095,-1,1063,1061,-1,3255,3261,-1,260,45,45,40,43,4,30,10,4,4,1,1,5,4,1,15,1,1,1,1,1,1,1,1,attack
fany24,-1,-1,-1,1271,-1,-1,-1,-1,-1,-1,-1,-1,3248,3268,-1,401,30,30,35,32,1,21,4,45,56,1,50,54,3,1,30,1,1,1,1,1,1,1,1,attack
Ragerain2895,1153,-1,-1,1357,-1,1191,-1,1067,-1,-1,-1,-1,3232,3245,869,245,40,40,40,40,1,1,1,1,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
chinchomix,1153,-1,-1,1327,1115,1191,-1,1067,-1,-1,1061,-1,3250,3282,-1,157,10,1,30,22,1,11,1,1,17,13,1,3,1,1,1,1,1,1,1,1,1,36,1,attack
conroy2828,579,-1,-1,-1,577,-1,-1,1011,-1,-1,-1,-1,3221,3304,867,81,1,1,1,10,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
Archer Hot,1153,23297,1725,1323,1115,1191,-1,1067,-1,1065,1061,-1,3255,3240,-1,261,1,1,10,35,45,3,54,6,30,1,1,34,30,1,1,1,1,1,1,1,1,1,1,attack
Tolek,1038,1007,1478,1428,-1,-1,-1,1097,-1,1059,1061,-1,3253,3233,-1,519,20,20,25,35,40,31,35,40,40,1,40,40,40,40,40,1,1,1,1,1,25,1,1,attack
MarcodeGradu,12486,21853,552,1333,12480,12488,-1,12482,-1,21855,13182,-1,3253,3259,-1,607,50,50,47,49,10,36,45,50,43,1,49,40,32,44,53,1,1,1,1,1,1,1,1,attack
BellyApe,1167,1021,1731,843,1129,-1,-1,1095,-1,1063,1061,-1,3257,3275,426,577,48,44,44,44,1,43,41,75,46,1,70,48,5,29,11,1,1,1,1,1,20,1,1,attack
Moonthor1319,1159,-1,-1,1331,1121,1197,-1,1071,-1,-1,-1,-1,3260,3283,390,169,38,21,22,30,1,1,1,1,1,1,1,1,1,1,40,1,1,1,1,1,1,1,1,attack
kindew 007,1153,23297,1729,1323,1115,1191,-1,1067,-1,2912,1061,-1,3256,3257,1156,120,1,1,1,10,1,1,1,1,44,1,1,46,1,1,1,1,1,1,1,1,1,1,1,attack
CharcMin,1167,1027,1731,843,1129,-1,-1,1095,-1,1063,1061,-1,3253,3275,426,565,47,44,44,44,1,33,44,68,46,1,70,49,5,29,11,1,1,1,1,1,22,1,1,attack
packerz_rool,-1,1019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3246,3273,-1,106,1,1,1,10,1,1,1,1,1,1,75,1,1,1,1,1,1,1,1,1,1,1,1,attack
miopat,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,623,77,1,1,1,10,1,1,1,1,1,1,46,1,1,1,1,1,1,1,1,1,1,1,1,attack
celloretoo,-1,-1,-1,1351,-1,1171,-1,-1,-1,-1,-1,-1,3240,3242,623,0,1,1,1,1,1,1,1,1,1,1,77,1,1,1,1,1,1,1,1,1,1,1,1,attack
Za Woo,1141,-1,1478,1297,1101,1173,-1,1067,-1,1063,1061,-1,3258,3225,-1,149,7,4,6,13,1,4,8,11,14,1,4,12,8,20,25,1,1,1,1,1,4,1,1,attack
aqito_98,1163,13679,1731,841,1129,-1,-1,1079,-1,2932,9005,-1,3255,3289,-1,359,53,44,53,49,1,32,8,35,11,1,8,12,5,29,10,1,1,1,1,1,1,1,1,attack
mack_gregor,1161,1007,1731,1331,1123,1199,-1,1073,-1,2912,1061,-1,3239,3301,-1,385,33,31,31,37,38,16,38,24,26,1,10,30,20,1,41,1,1,1,1,1,1,1,1,attack
xD4RKx4NG3L,-1,1007,1654,1325,-1,1173,-1,-1,-1,-1,-1,-1,3236,3291,-1,144,20,11,1,16,1,1,1,2,33,1,7,33,1,2,6,1,1,1,1,1,1,1,1,attack
bassetlover,2627,4405,1725,1333,1123,2629,-1,2625,-1,-1,9006,-1,3235,3225,-1,342,41,40,40,41,26,35,41,8,5,1,5,2,3,31,15,1,1,1,1,1,1,1,1,attack
Amulatte,-1,-1,-1,1351,-1,1171,-1,-1,-1,-1,-1,-1,3240,3243,623,0,1,1,1,1,1,1,1,1,1,1,48,1,1,1,1,1,1,1,1,1,1,1,1,attack
14helmsigil,1159,-1,-1,1331,1121,1197,-1,1071,-1,-1,-1,-1,3261,3292,-1,166,38,20,20,30,1,1,1,1,1,1,1,1,1,1,40,1,1,1,1,1,1,1,1,attack
eokjfnwejof,12810,1019,-1,1297,12811,-1,-1,12812,-1,-1,-1,-1,3260,3280,-1,337,29,16,26,28,21,15,25,31,39,1,23,6,18,13,26,1,1,1,1,1,13,1,1,attack
feder512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3252,-1,107,1,1,1,10,1,1,1,1,1,1,76,1,1,1,1,1,1,1,1,1,1,1,1,attack
4rune2503,-1,1007,-1,1355,-1,1193,-1,1095,-1,-1,-1,-1,3234,3237,-1,127,20,5,10,17,1,1,1,4,48,1,5,1,3,1,1,1,1,1,1,1,1,1,1,attack
Nicks GF,-1,1019,1009,1299,1119,1173,-1,-1,-1,1059,1061,-1,3246,3294,-1,218,24,16,16,22,1,20,1,26,32,1,13,32,3,1,2,1,1,1,1,1,1,1,1,attack
Prevab,579,1019,1727,1329,12287,-1,-1,12289,-1,-1,7596,-1,3254,3262,-1,0,1,1,1,1,1,1,49,1,1,1,1,1,40,37,54,1,1,1,1,1,17,1,1,attack
Bonnenult,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3261,3290,-1,212,48,48,49,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
wuh,1167,-1,1731,843,1129,-1,-1,1095,-1,1063,-1,-1,3259,3263,426,512,50,40,53,49,9,16,42,28,41,25,11,7,24,6,20,3,15,20,21,1,29,1,1,attack
thefather17,1147,-1,-1,837,-1,1201,-1,-1,-1,-1,-1,-1,3261,3259,-1,624,37,43,43,54,1,21,81,60,60,1,60,60,4,1,60,1,31,1,1,1,1,1,1,attack
KingKarlXx,-1,10499,1478,853,7370,-1,-1,7378,-1,1065,19936,-1,3238,3225,-1,931,49,47,47,60,71,44,29,55,38,39,54,7,39,42,39,44,37,42,46,18,1,82,1,attack
lonyenr druy,1017,1021,1729,1359,577,2603,-1,2601,-1,1065,1061,-1,3232,3245,-1,500,40,40,40,44,41,18,41,46,55,1,41,57,7,1,20,1,1,1,1,1,1,1,1,attack
MicroPenance,1153,4411,-1,1323,1101,1191,-1,1067,-1,1065,-1,-1,3263,3265,1156,256,1,25,20,32,40,8,1,33,1,1,30,10,44,1,1,1,1,1,1,1,1,1,1,attack
nikeejk1ll,1167,4365,1731,841,1129,-1,-1,1095,-1,1063,1061,-1,3256,3257,-1,557,41,40,46,43,4,3,41,50,50,1,50,50,50,30,50,1,1,1,1,1,1,1,1,attack
Jib Mcman,579,13679,1727,1381,577,-1,-1,1033,-1,1059,9005,-1,3239,3283,-1,0,1,1,1,1,1,1,1,39,1,1,46,1,1,1,1,1,1,1,1,1,1,1,1,attack
Nickyrocks71,1159,1021,-1,1331,1121,1197,-1,1071,-1,1059,1061,-1,3230,3298,-1,0,1,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,3,1,1,attack
MisterGordon,1949,-1,-1,841,1005,-1,-1,-1,-1,1059,-1,-1,3240,3242,623,264,1,1,1,10,1,2,1,92,1,1,57,44,42,1,1,1,1,1,1,1,1,1,1,attack
GaeusCondor,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3243,3237,-1,102,1,1,1,10,1,1,1,4,13,1,54,1,3,1,1,1,1,1,1,1,1,1,1,attack
zFaceless,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,-1,112,1,1,1,10,1,1,1,1,1,1,81,1,1,1,1,1,1,1,1,1,1,1,1,attack
zVoidS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,623,112,1,1,1,10,1,1,1,1,1,1,81,1,1,1,1,1,1,1,1,1,1,1,1,attack
zNephalem,1949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3242,-1,114,1,1,1,10,1,1,1,3,1,1,81,1,1,1,1,1,1,1,1,1,1,1,1,attack
DeeezCompany,20792,1019,-1,9703,20794,1173,-1,20796,-1,-1,-1,-1,3255,3249,-1,100,18,1,6,15,1,8,2,11,1,1,6,1,1,1,10,1,1,1,1,1,10,1,1,attack
lellyjr,11850,-1,-1,1275,11854,-1,-1,11856,-1,-1,88,-1,3252,3257,-1,1452,71,70,75,75,76,55,72,99,72,99,75,78,62,72,70,20,60,44,62,23,47,46,29,attack
FocusXtrump,1165,1019,1731,1333,1125,1195,-1,1077,-1,-1,1061,-1,3256,3261,733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,attack
victorcempai,1153,-1,1478,1351,1101,1171,-1,-1,-1,-1,-1,-1,3257,3292,-1,461,32,33,40,37,17,17,31,32,32,1,41,34,3,30,39,1,1,1,1,1,35,1,1,attack
ugunsargun02,1153,1019,1729,1323,1115,1191,-1,1067,-1,1059,1061,-1,3257,3279,1156,228,35,22,35,32,1,1,1,1,36,1,1,39,1,1,13,1,1,1,1,1,1,1,1,attack
osa20,-1,-1,-1,1277,-1,1171,-1,-1,-1,-1,-1,-1,3249,3285,-1,174,30,1,10,22,1,11,1,27,27,1,1,31,1,1,1,1,1,1,1,1,1,1,1,attack
Uz091,1161,1007,1731,839,1121,-1,-1,1073,-1,1059,-1,-1,3247,3284,-1,356,52,52,53,53,21,22,1,27,20,1,27,14,1,1,3,1,1,1,1,1,1,1,1,attack
antclism,579,1019,1478,853,1131,-1,-1,1099,-1,1065,1061,-1,3256,3266,-1,296,20,26,27,38,46,44,15,3,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
im a sad cat,1153,-1,1725,1325,1115,1191,-1,1067,-1,-1,1061,-1,3253,3260,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,attack
16dai01,2605,1007,1478,1333,1123,1199,-1,1073,-1,1059,1061,-1,3239,3303,-1,441,57,46,54,55,29,24,51,8,11,1,7,10,4,29,47,1,1,1,1,1,1,1,1,attack
leganazzsj,1159,-1,-1,1325,1121,1197,-1,1071,-1,-1,-1,-1,3225,3297,-1,235,34,20,1,30,1,8,37,1,50,1,1,1,1,1,40,1,1,1,1,1,1,1,1,attack
REEEEEviper,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3240,3244,623,146,1,1,1,10,1,1,1,82,1,23,12,1,1,1,1,1,1,1,1,1,1,1,1,attack
